dataset_name,seed,anomalies_fraction,normalies_ratio,comtaination_ratio,roc_auc,roc_pr
multi_annthyroid,1,0.1,0,0,0.691914241,0.279442095
multi_annthyroid,1,0.1,0,0.02,0.629543055,0.162396562
multi_annthyroid,1,0.1,0,0.04,0.832943749,0.37007438
multi_annthyroid,1,0.1,0,0.06,0.700095511,0.241690637
multi_annthyroid,1,0.1,0,0.08,0.727781129,0.227325734
multi_annthyroid,1,0.1,0,0.1,0.731651837,0.396274908
multi_annthyroid,20,0.1,0,0,0.748278289,0.354962358
multi_annthyroid,20,0.1,0,0.02,0.606695823,0.11847738
multi_annthyroid,20,0.1,0,0.04,0.738714623,0.238404751
multi_annthyroid,20,0.1,0,0.06,0.734881617,0.214541232
multi_annthyroid,20,0.1,0,0.08,0.712863821,0.179148628
multi_annthyroid,20,0.1,0,0.1,0.746393204,0.256615423
multi_annthyroid,42,0.1,0,0,0.833609812,0.396794469
multi_annthyroid,42,0.1,0,0.02,0.834941939,0.377161172
multi_annthyroid,42,0.1,0,0.04,0.827552405,0.360590173
multi_annthyroid,42,0.1,0,0.06,0.816103655,0.37138663
multi_annthyroid,42,0.1,0,0.08,0.837907807,0.338234957
multi_annthyroid,42,0.1,0,0.1,0.826107173,0.35086093
multi_annthyroid,50,0.1,0,0,0.804252752,0.332790536
multi_annthyroid,50,0.1,0,0.02,0.834351279,0.40549807
multi_annthyroid,50,0.1,0,0.04,0.70655507,0.195146705
multi_annthyroid,50,0.1,0,0.06,0.687113558,0.159765855
multi_annthyroid,50,0.1,0,0.08,0.651435178,0.117701343
multi_annthyroid,50,0.1,0,0.1,0.660659528,0.124253662
multi_annthyroid,99,0.1,0,0,0.799439501,0.25456519
multi_annthyroid,99,0.1,0,0.02,0.680616297,0.138131459
multi_annthyroid,99,0.1,0,0.04,0.753003569,0.228346688
multi_annthyroid,99,0.1,0,0.06,0.789850701,0.296846252
multi_annthyroid,99,0.1,0,0.08,0.681408033,0.135517682
multi_annthyroid,99,0.1,0,0.1,0.733964209,0.175091739
multi_annthyroid,101,0.1,0,0,0.793532901,0.347543561
multi_annthyroid,101,0.1,0,0.02,0.81962248,0.369618515
multi_annthyroid,101,0.1,0,0.04,0.717224652,0.213856497
multi_annthyroid,101,0.1,0,0.06,0.752350073,0.248044665
multi_annthyroid,101,0.1,0,0.08,0.789624491,0.31169375
multi_annthyroid,101,0.1,0,0.1,0.781958478,0.262472187
multi_annthyroid,135,0.1,0,0,0.827740914,0.484831081
multi_annthyroid,135,0.1,0,0.02,0.816819987,0.403822608
multi_annthyroid,135,0.1,0,0.04,0.821859448,0.404907435
multi_annthyroid,135,0.1,0,0.06,0.841288393,0.399224178
multi_annthyroid,135,0.1,0,0.08,0.830141256,0.476441334
multi_annthyroid,135,0.1,0,0.1,0.756509828,0.361925781
multi_annthyroid,145,0.1,0,0,0.699203237,0.198400831
multi_annthyroid,145,0.1,0,0.02,0.735799025,0.210293047
multi_annthyroid,145,0.1,0,0.04,0.764351782,0.233103395
multi_annthyroid,145,0.1,0,0.06,0.743289097,0.252985927
multi_annthyroid,145,0.1,0,0.08,0.637988237,0.124593123
multi_annthyroid,145,0.1,0,0.1,0.805421505,0.350390839
multi_annthyroid,165,0.1,0,0,0.787475494,0.234001472
multi_annthyroid,165,0.1,0,0.02,0.760807822,0.197647781
multi_annthyroid,165,0.1,0,0.04,0.766613884,0.195974296
multi_annthyroid,165,0.1,0,0.06,0.767330217,0.244548233
multi_annthyroid,165,0.1,0,0.08,0.764691097,0.261348084
multi_annthyroid,165,0.1,0,0.1,0.797793194,0.255605388
multi_annthyroid,200,0.1,0,0,0.800482582,0.348166468
multi_annthyroid,200,0.1,0,0.02,0.75118132,0.213573014
multi_annthyroid,200,0.1,0,0.04,0.805710551,0.303199948
multi_annthyroid,200,0.1,0,0.06,0.76704117,0.307545053
multi_annthyroid,200,0.1,0,0.08,0.747775599,0.245470837
multi_annthyroid,200,0.1,0,0.1,0.747008998,0.184741764
