dataset_name,seed,anomalies_fraction,normalies_ratio,comtaination_ratio,roc_auc,roc_pr
multi_annthyroid,1,0.1,0,0,0.791371337,0.328166075
multi_annthyroid,1,0.1,0,0.02,0.803611823,0.390000676
multi_annthyroid,1,0.1,0,0.04,0.802845222,0.330887871
multi_annthyroid,1,0.1,0,0.06,0.896056402,0.453111195
multi_annthyroid,1,0.1,0,0.08,0.842243503,0.60119857
multi_annthyroid,1,0.1,0,0.1,0.887636354,0.528698865
multi_annthyroid,20,0.1,0,0,0.771012416,0.47770639
multi_annthyroid,20,0.1,0,0.02,0.81276077,0.403856638
multi_annthyroid,20,0.1,0,0.04,0.805006786,0.35673299
multi_annthyroid,20,0.1,0,0.06,0.792703464,0.386968247
multi_annthyroid,20,0.1,0,0.08,0.791182828,0.36054015
multi_annthyroid,20,0.1,0,0.1,0.747071834,0.33555171
multi_annthyroid,42,0.1,0,0,0.86261499,0.406010749
multi_annthyroid,42,0.1,0,0.02,0.921995174,0.583781823
multi_annthyroid,42,0.1,0,0.04,0.821658372,0.413758738
multi_annthyroid,42,0.1,0,0.06,0.91342432,0.523954736
multi_annthyroid,42,0.1,0,0.08,0.884481979,0.527000031
multi_annthyroid,42,0.1,0,0.1,0.836022722,0.392642403
multi_annthyroid,50,0.1,0,0,0.853114161,0.401857207
multi_annthyroid,50,0.1,0,0.02,0.848124969,0.427346332
multi_annthyroid,50,0.1,0,0.04,0.827099985,0.485866867
multi_annthyroid,50,0.1,0,0.06,0.749447042,0.254720197
multi_annthyroid,50,0.1,0,0.08,0.796951189,0.304269215
multi_annthyroid,50,0.1,0,0.1,0.759877846,0.213347499
multi_annthyroid,99,0.1,0,0,0.812873875,0.451692545
multi_annthyroid,99,0.1,0,0.02,0.810435832,0.354990547
multi_annthyroid,99,0.1,0,0.04,0.763007088,0.271543727
multi_annthyroid,99,0.1,0,0.06,0.69373649,0.14695054
multi_annthyroid,99,0.1,0,0.08,0.726436435,0.207311627
multi_annthyroid,99,0.1,0,0.1,0.762881416,0.256149282
multi_annthyroid,101,0.1,0,0,0.903760117,0.468992217
multi_annthyroid,101,0.1,0,0.02,0.852536068,0.470538726
multi_annthyroid,101,0.1,0,0.04,0.796737546,0.357624501
multi_annthyroid,101,0.1,0,0.06,0.731501031,0.311469659
multi_annthyroid,101,0.1,0,0.08,0.838950887,0.389932455
multi_annthyroid,101,0.1,0,0.1,0.851291912,0.415308117
multi_annthyroid,135,0.1,0,0,0.844279395,0.45260933
multi_annthyroid,135,0.1,0,0.02,0.870670588,0.549501792
multi_annthyroid,135,0.1,0,0.04,0.847094455,0.504641321
multi_annthyroid,135,0.1,0,0.06,0.789071533,0.463290764
multi_annthyroid,135,0.1,0,0.08,0.872228925,0.564131838
multi_annthyroid,135,0.1,0,0.1,0.798710602,0.426567444
multi_annthyroid,145,0.1,0,0,0.814960036,0.406869975
multi_annthyroid,145,0.1,0,0.02,0.826006635,0.411944559
multi_annthyroid,145,0.1,0,0.04,0.788518574,0.299663836
multi_annthyroid,145,0.1,0,0.06,0.748831247,0.326756005
multi_annthyroid,145,0.1,0,0.08,0.796838084,0.343730259
multi_annthyroid,145,0.1,0,0.1,0.775272709,0.300693213
multi_annthyroid,165,0.1,0,0,0.786432413,0.277649772
multi_annthyroid,165,0.1,0,0.02,0.854974111,0.372079689
multi_annthyroid,165,0.1,0,0.04,0.831548786,0.350458351
multi_annthyroid,165,0.1,0,0.06,0.777308601,0.256352572
multi_annthyroid,165,0.1,0,0.08,0.699517418,0.141214144
multi_annthyroid,165,0.1,0,0.1,0.681847886,0.136089415
multi_annthyroid,200,0.1,0,0,0.866347459,0.522466011
multi_annthyroid,200,0.1,0,0.02,0.850550445,0.389112874
multi_annthyroid,200,0.1,0,0.04,0.709194189,0.265197821
multi_annthyroid,200,0.1,0,0.06,0.817109033,0.446440589
multi_annthyroid,200,0.1,0,0.08,0.802970894,0.36940092
multi_annthyroid,200,0.1,0,0.1,0.793796813,0.347521117
